location,size,total_sqft,bath,price
Whitefield,4,2856.0,5.0,145.5
Malleshpalya,2,1065.0,2.0,50.0
Tala Cauvery Layout,2,1030.0,2.0,61.0
Mallasandra,2,1340.0,2.0,61.0
Marathahalli,4,4000.0,5.0,212.0
Sri Balaji Krupa Layout,1,600.0,1.0,32.0
Begur Road,3,1410.0,2.0,44.42
Varthur,2,1055.0,2.0,45.35
Yelahanka,2,1304.0,2.0,79.0
Sadashiva Nagar,4,2720.0,4.0,485.0
Kammasandra,2,990.0,2.0,31.5
7th Phase JP Nagar,2,1035.0,2.0,39.33
Tumkur Road,1,700.0,1.0,30.09
Sonnenahalli,2,1120.0,2.0,43.0
Haralur Road,2,1300.0,2.0,73.0
Tumkur Road,2,1239.0,2.0,82.0
Sarjapur  Road,3,1403.0,3.0,51.63
Hosa Road,2,1365.0,2.0,92.0
8th block Koramangala,2,1165.0,2.0,135.0
Subramanyapura,3,1130.0,2.0,45.19
Green Glen Layout,3,1776.42,3.0,105.0
Vidyaranyapura,4,900.0,4.0,175.0
Haralur Road,2,1194.0,2.0,47.0
Bidadi,2,1107.0,2.0,33.0
Nagavara,3,2319.0,3.0,180.0
Nallurhalli,3,1520.0,3.0,80.0
Kannamangala,3,1536.0,3.0,89.0
Teachers Colony,4,3000.0,4.0,240.0
Belathur,2,1050.0,2.0,38.0
Hoodi,3,1850.0,3.0,146.0
Billekahalli,2,1112.0,2.0,62.0
Marathahalli,3,1535.0,3.0,72.5
Kanakpura Road,2,1050.0,2.0,35.0
Banashankari,4,2400.0,3.0,370.0
7th Phase JP Nagar,3,1250.0,3.0,65.0
Kalena Agrahara,2,1187.0,2.0,52.0
9th Phase JP Nagar,2,1164.0,2.0,56.0
Electronic City Phase II,3,1395.0,2.0,62.78
Arekere,3,2072.0,3.0,108.0
Kanakpura Road,3,1450.0,3.0,60.91
Bannerghatta Road,3,1550.0,3.0,82.0
Sampige Layout,2,1315.0,2.0,90.0
Hebbal,4,3067.0,4.0,230.0
Amruthnagar,2,1210.0,2.0,72.0
Bisuvanahalli,3,1075.0,2.0,47.0
Sathya Sai Layout,6,11338.0,9.0,1000.0
Virgonagar,3,1215.0,3.0,42.2
Kaggadasapura,3,1470.0,2.0,75.0
Dodsworth Layout,4,30000.0,4.0,2100.0
Hosur Road,3,1590.0,2.0,125.0
Kanakpura Road,2,1050.0,2.0,36.75
Raja Rajeshwari Nagar,2,1306.0,2.0,55.91
Malleshwaram,3,2000.0,3.0,250.0
"Kudlu Village, ",3,1445.0,3.0,64.0
Sarjapur  Road,3,1220.0,3.0,58.0
Sarjapur,4,3190.0,3.0,160.0
Ramagondanahalli,2,1215.0,2.0,51.26
Budigere,3,1920.0,2.0,88.0
Dodda Nekkundi,2,1390.0,2.0,60.0
Battarahalli,3,800.0,2.0,75.0
Nagarbhavi,3,600.0,3.0,100.0
Hoodi,2,1196.0,2.0,71.74
Bannerghatta Road,3,1550.0,2.0,75.0
Thigalarapalya,2,1418.0,2.0,101.0
Varthur Road,3,1655.0,3.0,115.0
KR Puram,2,1115.0,2.0,33.45
Rajiv Gandhi Nagar,2,1170.0,2.0,68.0
Anekal,2,1035.0,2.0,38.3
Singasandra,3,1306.0,2.0,58.0
Kengeri,2,750.0,2.0,22.0
Thanisandra,3,1917.0,3.0,122.0
Kaggadasapura,3,1615.0,3.0,58.0
Marathahalli,2,1071.0,2.0,52.25
Koramangala,2,1325.0,2.0,119.0
Malleshwaram,7,3000.0,4.0,900.0
5th Phase JP Nagar,3,1400.0,2.0,88.0
Tumkur Road,2,1246.0,2.0,82.0
Sarjapur,2,1215.0,2.0,40.0
Munnekollal,2,1200.0,2.0,49.5
Kurubarahalli,4,450.0,3.0,53.0
Kodigehaali,2,1200.0,2.0,60.0
Kaval Byrasandra,2,945.0,2.0,50.0
Benson Town,4,4460.0,5.0,650.0
Hormavu,2,1175.0,2.0,52.0
Whitefield,2,920.0,2.0,63.0
Hosakerehalli,4,3024.0,5.0,350.0
Bidadi,2,1600.0,2.0,110.0
Sanjay nagar,4,750.0,2.0,110.0
Sector 4 HSR Layout,4,2400.0,4.0,700.0
Bhagyalakshmi Avenue,2,955.0,1.0,34.01
Ardendale,3,1750.0,3.0,100.0
Uttarahalli,3,1425.0,2.0,64.0
Basavangudi,3,2150.0,3.0,265.0
Whitefield,2,1165.0,2.0,40.5
Kaggadasapura,2,1050.0,2.0,48.0
Cholanayakanahalli,3,1370.0,2.0,75.0
Electronic City,3,1374.0,2.0,72.0
Harlur,3,1754.0,3.0,124.0
Kothanur,3,1847.0,3.0,110.0
Ambedkar Nagar,3,1850.0,4.0,139.0
Chikka Tirupathi,3,3297.0,3.0,135.0
Doddakannelli,2,1187.0,2.0,45.0
Bommasandra Industrial Area,3,1400.0,2.0,40.44
Kengeri Hobli,3,600.0,2.0,30.0
Chamrajpet,2,1350.0,2.0,180.0
Doddaballapur,3,3000.0,2.0,120.0
Thanisandra,1,693.0,1.0,34.3
Dairy Circle,3,1980.0,3.0,224.0
KR Puram,2,1021.0,2.0,48.0
Thigalarapalya,2,1165.0,2.0,95.0
Horamavu Agara,3,1756.0,3.0,92.0
Bharathi Nagar,3,1739.0,3.0,105.0
Varthur,2,1280.0,2.0,65.0
Marathahalli,2,1215.0,2.0,58.86
Munnekollal,2,950.0,2.0,46.5
Kengeri,3,1082.0,2.0,49.0
7th Phase JP Nagar,2,1050.0,2.0,42.0
Devanahalli,2,1080.0,2.0,53.35
Arekere,2,1100.0,2.0,55.0
Ardendale,4,3200.0,4.0,205.0
Sarjapur  Road,2,1311.0,2.0,78.0
Raja Rajeshwari Nagar,3,1608.0,3.0,67.98
Begur Road,2,1160.0,2.0,36.0
Whitefield,2,1170.0,2.0,71.0
Kengeri,2,1155.0,2.0,40.6
Hebbal,3,1255.0,2.0,77.68
Rayasandra,2,1065.0,2.0,44.95
Neeladri Nagar,1,674.0,1.0,21.0
Ambedkar Nagar,3,1936.0,4.0,126.0
Sarakki Nagar,3,2289.0,3.0,260.0
Abbaiah Reddy Layout,2,1100.0,2.0,38.45
Ramagondanahalli,3,2257.0,4.0,157.0
Nagarbhavi,2,1055.0,2.0,55.0
Raja Rajeshwari Nagar,3,1530.0,3.0,51.87
Dinnur,3,1700.0,3.0,97.0
Raja Rajeshwari Nagar,3,1575.0,2.0,78.0
Frazer Town,3,3500.0,4.0,330.0
Rajiv Nagar,2,1263.0,2.0,93.32
KR Puram,3,1559.0,3.0,69.315
Kengeri Satellite Town,2,1043.0,2.0,65.0
Hennur,2,1255.0,2.0,53.5
JP Nagar,2,1352.5,2.0,93.865
Chandapura,1,590.0,1.0,13.57
Yelahanka,3,1550.0,3.0,120.0
Sarjapur  Road,3,1220.0,3.0,56.0
Rustam Bagh Layout,3,1900.0,3.0,160.0
Vasantha Vallabha Nagar,3,1360.0,3.0,55.0
Vyalikaval,2,1100.0,2.0,75.0
8th Phase JP Nagar,3,1455.0,3.0,73.31
KR Puram,2,1035.0,2.0,40.5
Harlur,2,1152.0,2.0,69.0
Bellandur,2,1299.0,2.0,82.0
Sarjapur  Road,3,1157.0,2.0,75.0
Rachenahalli,2,1050.0,2.0,52.5
Pai Layout,2,1050.0,2.0,40.0
Vittasandra,2,1246.0,2.0,67.4
"Sarjapur Road, ",3,1929.0,3.0,115.0
Hennur,2,1285.0,2.0,60.0
Margondanahalli,3,1200.0,2.0,65.0
"Banaswadi, ",4,3161.0,4.0,214.0
BTM 2nd Stage,3,1850.0,3.0,170.0
Sompura,3,1025.0,2.0,37.0
Malleshwaram,2,1124.0,3.0,80.0
Balagere,2,1012.0,2.0,54.59
Giri Nagar,7,4500.0,5.0,250.0
8th Phase JP Nagar,2,871.0,2.0,55.0
Chinnapanahalli,2,1020.0,2.0,40.0
Rachenahalli,3,1550.0,3.0,73.5
Anand Nagar,3,3515.0,3.0,420.0
Akshaya Nagar,3,1410.0,2.0,80.0
Chikka Tirupathi,4,3500.0,5.0,150.0
Whitefield,2,1118.0,2.0,75.0
Thanisandra,2,1098.0,2.0,68.0
Kanakapura,2,1130.0,2.0,45.2
Sarjapur  Road,2,1145.0,2.0,75.0
Kadugodi,3,950.0,3.0,80.0
Balaji Gardens Layout,2,1051.0,2.0,33.0
Thavarekere,7,600.0,7.0,108.0
Marathahalli,2,1102.0,2.0,53.67
Jalahalli,2,1478.0,2.0,125.0
Chandapura,1,645.0,1.0,16.45
Hebbal,2,823.0,2.0,50.63
Abbigere,2,880.0,2.0,35.0
KR Puram,4,600.0,5.0,75.0
Budigere,3,1991.0,4.0,100.0
TC Palaya,3,1100.0,3.0,50.0
Gubbalala,3,1745.0,3.0,115.0
HAL 2nd Stage,2,1226.0,3.0,135.0
Begur Road,3,680.0,4.0,68.0
 Devarabeesana Halli,2,1100.0,2.0,70.0
Banashankari Stage VI,4,1200.0,4.0,195.0
5th Phase JP Nagar,2,1450.0,2.0,58.0
Singasandra,4,3366.0,4.0,120.0
Sahakara Nagar,2,1150.0,2.0,54.0
Kanakpura Road,3,1843.0,3.0,95.84
Banashankari Stage VI,4,2200.0,4.0,195.0
Bommanahalli,2,1090.0,3.0,44.0
Kaggadasapura,2,1132.0,2.0,42.0
Hulimavu,2,1375.0,2.0,80.0
7th Phase JP Nagar,4,1500.0,5.0,220.0
Thanisandra,1,760.0,1.0,50.3
Kaggadasapura,2,1180.0,2.0,65.0
Jigani,2,918.0,2.0,45.0
Rachenahalli,5,600.0,5.0,50.0
Margondanahalli,2,1200.0,1.0,53.0
HSR Layout,2,1372.0,2.0,61.0
1st Block HRBR Layout,7,2400.0,7.0,355.0
Ardendale,3,1728.0,3.0,95.0
Malleshwaram,3,2215.0,3.0,275.0
BTM 2nd Stage,2,1200.0,2.0,80.0
6th Phase JP Nagar,2,1280.0,2.0,56.0
Hulimavu,4,800.0,4.0,110.0
Byrasandra,3,1455.0,2.0,56.0
 Rachenahalli,1,440.0,1.0,28.0
Kanakpura Road,3,1500.0,3.0,97.0
Whitefield,3,1800.0,3.0,110.0
Mysore Road,3,1525.0,3.0,96.0
Rachenahalli,2,1204.0,2.0,38.5
Old Madras Road,2,1225.0,2.0,53.55
Kalyan nagar,6,800.0,6.0,98.0
Bannerghatta Road,3,1650.0,3.0,122.0
Electronic City,3,880.0,2.0,18.0
Bikasipura,4,4200.0,4.0,255.0
Tippenahalli,2,1200.0,2.0,55.0
Sarjapur  Road,4,1152.0,4.0,230.0
9th Phase JP Nagar,2,1005.0,2.0,42.0
Whitefield,3,1562.0,3.0,103.0
Devanahalli,4,5000.0,5.0,395.0
Babusapalaya,6,810.0,5.0,95.0
Ramamurthy Nagar,2,1200.0,2.0,42.0
Kasavanhalli,3,1555.0,3.0,82.5
KR Puram,2,1550.0,2.0,71.0
Whitefield,2,1190.0,2.0,67.0
Chikkalasandra,2,1070.0,2.0,50.0
Jalahalli East,2,1020.0,2.0,42.48
Yelahanka,3,1610.0,3.0,115.0
Prestige Sunrise,1,700.0,1.0,41.0
Akshaya Vana,3,1300.0,2.0,49.0
Hebbal,2,1420.0,2.0,123.0
Vidyaranyapura,9,1200.0,9.0,100.0
Hebbal,3,1069.0,3.0,65.4
Marathahalli,3,1900.0,3.0,123.0
Old Airport Road,2,1655.0,2.0,97.65
Uttarahalli,2,1155.0,2.0,40.42
Sarjapur  Road,3,1300.0,2.0,70.0
Electronic City,2,1100.0,2.0,45.0
Doddathoguru,2,1030.0,2.0,42.0
Vittasandra,2,2105.0,2.0,70.2
Bhoganhalli,3,1700.0,3.0,126.0
Jakkur,3,1760.0,3.0,139.0
Kadugodi,9,6200.0,9.0,200.0
1st Stage Indira Nagar,2,1400.0,2.0,67.0
Srigandada Kaval,2,1200.0,2.0,53.0
Bannerghatta Road,2,912.0,2.0,55.0
Whitefield,2,1102.0,2.0,48.0
Channasandra Layout,3,1535.0,3.0,55.0
Haralur Road,2,1243.0,2.0,46.0
Jigani,2,918.0,2.0,63.2
Begur Road,3,1500.0,2.0,70.0
Mathikere Extension,3,3000.0,3.0,250.0
Kasavanhalli,3,1476.0,3.0,89.0
Mysore Road,2,1200.0,2.0,65.0
Vijayanagar,1,606.0,1.0,34.78
Viswajit Layout,2,1100.0,2.0,61.0
Garudachar Palya,3,1295.0,2.0,59.5
Neeladri Nagar,1,527.0,1.0,26.0
OMBR Layout,2,1300.0,2.0,80.0
Bommanahalli,3,680.0,4.0,68.0
Adityanagar,1,1260.0,1.0,41.0
Koramangala,2,1140.0,2.0,75.2
BDS Layout,1,1500.0,1.0,37.5
Whitefield,3,2321.0,4.0,128.0
Sarjapur  Road,2,1390.0,2.0,62.0
Sarjapur  Road,3,1725.0,3.0,90.0
Hebbal,4,3067.0,4.0,310.0
Hennur Road,3,1186.0,2.0,63.0
Kanakpura Road,2,1230.0,2.0,85.0
 Mysore Highway,1,600.0,1.0,17.0
Yeshwanthpur,3,1313.0,3.0,96.0
TC Palaya,2,900.0,2.0,55.0
Ambalipura,2,1250.0,2.0,66.25
HBR Layout,9,1200.0,6.0,280.0
Binny Pete,1,660.0,1.0,54.0
Basavangudi,2,1036.0,2.0,105.0
Koramangala,4,2700.0,4.0,450.0
Old Madras Road,2,1100.0,2.0,70.0
BTM 2nd Stage,4,1500.0,2.0,450.0
Singasandra,4,525.0,5.0,56.0
Electronics City Phase 1,2,1015.0,2.0,56.0
Gottigere,1,812.0,1.0,26.0
Narayana Nagar 1st Block,3,1360.0,2.0,65.0
Nehru Nagar,3,2167.0,3.0,170.0
Raja Rajeshwari Nagar,2,1200.0,2.0,35.0
Gopalkrishna Nagar,2,1165.0,2.0,75.0
BTM 2nd Stage,2,1274.0,2.0,70.0
Raja Rajeshwari Nagar,2,1151.0,2.0,39.02
Vidyaranyapura,6,1060.0,6.0,110.0
Thubarahalli,3,1626.0,2.0,120.0
Banashankari Stage V,2,1035.0,2.0,35.77
Shanthi Layout,3,1272.0,4.0,75.0
Jeevan bima nagar,2,965.0,2.0,45.0
Esther Enclave Layout,5,1600.0,5.0,140.0
Kothannur,2,1070.0,2.0,42.79
Raja Rajeshwari Nagar,3,1570.0,2.0,65.0
Keerthi Layout,2,780.0,2.0,25.0
Ganga Nagar Extension,3,1000.0,2.0,65.0
9th Phase JP Nagar,4,1200.0,3.0,188.0
Tindlu,7,7500.0,7.0,400.0
5th Phase JP Nagar,3,1700.0,2.0,100.0
Haralur Road,3,1850.0,3.0,110.0
Kereguddadahalli,2,904.0,2.0,30.0
Shikaripalya,2,1121.0,2.0,43.72
7th Phase JP Nagar,3,1385.0,2.0,58.17
Sahakara Nagar,2,1270.0,2.0,69.85
Kanakpura Road,3,1450.0,3.0,56.0
Huttanahalli,3,2400.0,4.0,325.0
Mahadevpura,1,730.0,1.0,35.0
Raja Rajeshwari Nagar,3,1580.0,3.0,53.56
Thanisandra,2,1111.0,2.0,50.0
Kengeri,4,1125.0,2.0,88.0
Varthur,2,977.0,2.0,36.0
Gunjur Palya,2,674.0,1.0,19.9
Nagarbhavi,3,600.0,3.0,83.0
Sarjapur,4,2540.0,4.0,115.0
Jakkur,2,1290.0,2.0,100.0
Kumaraswami Layout,3,600.0,3.0,98.0
Abbigere,2,795.0,2.0,32.54
Kanakpura Road,2,700.0,1.0,35.0
Ambedkar Colony,2,1463.0,1.0,142.0
Vijayanagar,3,1000.0,3.0,140.0
Reliable Woods Layout,3,1306.0,2.0,58.0
4th T block Jayanagar,3,2401.0,3.0,185.0
Bommenahalli,4,1670.0,3.0,135.0
Jayanagar,3,1875.0,2.0,235.0
Marsur,3,1200.0,3.0,90.0
Dodda Nekkundi,3,1804.0,3.0,121.0
1st Phase JP Nagar,3,2065.0,4.0,210.0
Hoskote,3,1225.0,3.0,40.0
Thanisandra,2,1185.5,2.0,58.68
Bellandur,2,900.0,2.0,56.0
Binny Pete,2,1350.0,2.0,91.0
Kaggalipura,1,700.0,1.0,36.0
Mysore Road,2,1005.0,2.0,35.175
Poorna Pragna Layout,2,1160.0,2.0,46.39
Hennur Road,3,1680.0,3.0,99.27
LB Shastri Nagar,2,1043.0,2.0,55.0
Hoskote,4,1200.0,4.0,120.0
Hebbal,2,1040.0,2.0,46.0
Tindlu,3,1357.0,2.0,65.0
Nayandanahalli,7,1600.0,7.0,104.0
Vibhutipura Extension,2,1225.0,2.0,47.0
Sunkadakatte,9,1500.0,6.0,80.0
Yelachenahalli,2,1130.0,2.0,40.0
Basavangudi,4,2500.0,4.0,150.0
Sultan Palaya,3,1700.0,3.0,120.0
Doddathoguru,3,1549.0,3.0,65.0
Yeshwanthpur,2,1400.0,2.0,100.0
Dodda Nekkundi,2,1080.0,2.0,50.0
Ulsoor,2,1180.0,2.0,100.0
Chandra Layout,7,780.0,7.0,150.0
Domlur,3,1800.0,3.0,150.0
Haralur Road,2,1225.0,2.0,67.38
Chandra Layout,1,890.0,1.0,75.0
Abbigere,2,1005.0,2.0,39.59
Whitefield,2,1320.0,2.0,95.0
Anandapura,4,1475.0,2.0,50.0
Hagadur,2,1110.0,2.0,51.0
Popular Colony,2,1300.0,2.0,54.0
Vajarahalli,5,600.0,3.0,86.0
Electronic City,2,1128.0,2.0,65.35
Jakkur,2,1452.19,2.0,100.0
8th block Koramangala,3,2400.0,3.0,290.0
Banashankari,3,2600.0,4.0,135.0
Sarakki Nagar,3,2500.0,4.0,325.0
Sanjay nagar,2,630.0,1.0,35.0
Hosa Road,2,1243.0,2.0,48.5
Soundarya Layout,2,960.0,2.0,32.0
"Banashankari 6th Stage ,Subramanyapura",3,1690.0,3.0,100.0
Whitefield,2,735.0,2.0,35.0
Banaswadi,2,1365.0,2.0,73.0
Rajaji Nagar,5,2849.0,5.0,300.0
Hebbal,2,1420.0,2.0,99.39
Somasundara Palya,3,1570.0,3.0,68.0
Bisuvanahalli,2,850.0,1.0,32.0
7th Phase JP Nagar,3,1575.0,2.0,110.0
Thigalarapalya,2,1418.0,2.0,104.0
Uttarahalli,2,1050.0,2.0,42.0
Hennur Road,2,1065.0,2.0,42.6
Ulsoor,3,1340.0,3.0,90.0
Yelahanka New Town,3,1610.0,3.0,92.0
Electronic City Phase II,2,1160.0,2.0,33.5
Kudlu,2,1092.0,2.0,44.0
Parappana Agrahara,2,1194.0,2.0,47.0
Yelahanka,3,1455.0,3.0,61.5
Abbigere,1,734.0,1.0,19.82
Samethanahalli,2,799.0,2.0,38.0
Whitefield,3,1896.0,3.0,75.0
Ardendale,2,1100.0,2.0,48.0
Bellandur,2,1350.0,2.0,79.0
Amarjyothi Colony,3,1355.0,3.0,61.0
Electronic City,2,1128.0,2.0,65.0
Pattanagere,2,1350.0,2.0,90.0
Cunningham Road,3,3875.0,3.0,864.0
Kasavanhalli,3,1493.0,3.0,82.0
8th Phase JP Nagar,2,1098.0,2.0,43.91
Banashankari,3,1900.0,2.0,170.0
Dollars Layout,3,1460.0,3.0,88.0
Frazer Town,3,2350.0,4.0,285.0
Horamavu Banaswadi,5,1600.0,5.0,140.0
Varthur,2,1091.0,2.0,32.0
Yelahanka,2,1180.0,2.0,42.0
Kanakpura Road,2,1366.0,3.0,76.85
RMV Extension,3,1685.0,3.0,95.0
Koramangala,2,1260.0,2.0,100.0
Whitefield,3,3010.0,3.0,200.0
Ramamurthy Nagar,3,1330.0,4.0,140.0
Mallasandra,2,1200.0,2.0,130.0
Whitefield,2,1346.0,2.0,96.17
Chandapura,1,630.0,1.0,13.86
7th Phase JP Nagar,3,1850.0,3.0,140.0
Frazer Town,5,2350.0,2.0,423.0
Electronic City,2,755.0,1.0,34.0
Basaveshwara Nagar Yelahanka,5,800.0,5.0,98.0
Parappana Agrahara,2,1194.0,2.0,46.0
Whitefield,3,3850.0,5.0,316.0
Hebbal,4,4235.0,4.0,365.0
Kurubarahalli,1,800.0,1.0,52.0
Rachenahalli,3,2250.0,3.0,195.0
Vijayanagar,2,1352.0,2.0,68.0
Thanisandra,3,2002.0,3.0,112.0
Bileshivale,4,4000.0,5.0,280.0
Kaval Byrasandra,2,1060.0,2.0,45.0
Kanakpura Road,3,1419.59,2.0,59.0
Raja Rajeshwari Nagar,2,1196.0,2.0,51.15
Electronic City,3,1220.0,2.0,35.24
Electronics City Phase 1,3,1595.0,3.0,75.0
Banashankari,2,1260.0,2.0,75.0
Hebbal,2,1100.0,2.0,47.0
Frazer Town,2,1550.0,2.0,140.0
ISRO Layout,2,1180.0,2.0,52.0
Electronic City,4,4000.0,5.0,150.0
Akshaya Nagar,3,1662.0,3.0,85.0
Hennur,2,1285.0,2.0,60.0
Akshaya Nagar,4,1080.0,4.0,75.0
Ambedkar Nagar,3,1862.0,3.0,119.0
Raja Rajeshwari Nagar,2,1419.0,2.0,48.0
Whitefield,3,1410.0,3.0,43.71
Raja Rajeshwari Nagar,3,1560.0,2.0,62.4
Chikkabettahalli,5,1100.0,4.0,150.0
Thanisandra,3,1634.0,3.0,78.0
Ambedkar Nagar,5,5530.0,5.0,627.0
Whitefield,3,1150.0,2.0,44.0
Ashirvad Colony,2,1100.0,2.0,53.0
Yelahanka,3,1616.0,3.0,65.0
Nagavarapalya,2,1392.0,2.0,99.0
Jakkur,3,1798.0,3.0,120.0
Babusapalaya,3,1675.0,3.0,75.0
Bhuvaneswari Nagar,2,792.0,2.0,70.0
Varanasi,5,2000.0,4.0,103.0
Hongasandra,7,600.0,7.0,89.0
Hebbal,3,1700.0,3.0,124.0
Hulimavu,2,1248.0,2.0,69.0
Kalkere,2,1147.0,2.0,54.0
Sultan Palaya,2,1100.0,2.0,40.0
Vijayanagar,3,1527.0,3.0,115.0
Shantiniketan Layout,5,2400.0,5.0,235.0
Kanakpura Road,1,525.0,1.0,25.0
Kaggadasapura,2,1100.0,2.0,58.0
Seegehalli,2,1118.0,2.0,37.5
Kanakapura,3,1476.0,3.0,75.0
Gopal Reddy Layout,3,2100.0,3.0,75.0
Roopena Agrahara,3,1215.0,2.0,46.5
Ambalipura,2,1332.0,2.0,79.0
Hennur Road,2,1350.0,2.0,49.0
Kothannur,4,600.0,4.0,81.0
Haralur Road,2,1243.0,2.0,46.0
NGR Layout,2,1105.0,2.0,49.73
Padmanabhanagar,3,1500.0,2.0,200.0
Kasavanhalli,2,1200.0,2.0,50.0
Ramagondanahalli,2,1251.0,2.0,47.4
Kambipura,2,883.0,2.0,45.0
Pai Layout,3,1400.0,2.0,67.0
Rajaji Nagar,3,1800.0,3.0,260.0
Hegde Nagar,3,1703.0,3.0,113.0
NRI Layout,5,2500.0,5.0,130.0
Varthur,3,1250.0,3.0,71.0
Jigani,2,933.0,2.0,43.0
sankeswari,1,461.82,1.0,31.7
Brookefield,2,1262.0,2.0,75.0
Yelahanka,2,915.0,2.0,48.0
Panathur,3,1370.0,2.0,61.5
Malleshpalya,2,1210.0,2.0,55.0
Kodihalli,3,2392.0,4.0,260.0
T c palya,3,1500.0,2.0,85.0
Govindraja Nagar,2,1065.0,2.0,50.0
Rajaji Nagar,4,3100.0,4.0,570.0
Ramamurthy Nagar,3,1515.0,3.0,65.0
Sarjapura - Attibele Road,4,1800.0,4.0,110.0
Thanisandra,3,1445.0,2.0,40.31
Uttarahalli,3,1300.0,2.0,55.0
Vijayanagar,2,989.0,2.0,60.0
Jakkur,2,1300.0,2.0,85.0
Chandapura,3,1185.0,2.0,30.22
Battarahalli,5,1350.0,3.0,110.0
Marathahalli,2,1045.0,2.0,60.0
Virat Nagar,2,1205.0,2.0,42.18
Chennammanakere Achukattu,2,1260.0,2.0,75.0
Devanahalli Road,5,1320.0,5.0,199.0
Ulsoor,3,1500.0,2.0,125.0
Bommanahalli,3,1250.0,2.0,42.5
"Maragondana Halli, kr puram, old madras road",2,1199.0,2.0,50.0
Hennur Road,2,1385.0,2.0,83.09
Dhanalakshmi Layout,6,1222.0,5.0,250.0
Lakshminarayana Pura,2,1149.0,2.0,75.0
Sarjapur  Road,3,2180.0,3.0,170.0
TC Palaya,8,1200.0,7.0,110.0
Jp nagar 8th Phase .,10,12000.0,12.0,525.0
Thurahalli,5,1200.0,5.0,195.0
Hulimavu,3,1818.0,3.0,135.0
Volagerekallahalli,2,1070.0,2.0,33.0
Rajaji Nagar,3,1640.0,3.0,241.0
Nagarbhavi,3,1350.0,2.0,54.6
Chandapura,2,630.0,1.0,27.0
Hoodi,2,1430.0,2.0,113.0
Nagavara,3,2430.0,4.0,180.0
Nobo Nagar,6,1500.0,7.0,220.0
Sarjapur  Road,2,1084.0,2.0,55.0
Hennur Road,3,1186.0,2.0,56.0
Kengeri,2,1255.0,2.0,50.0
Haralur Road,4,3400.0,5.0,240.0
Hosa Road,3,1541.0,3.0,69.84
Iblur Village,4,3596.0,5.0,282.0
Raja Rajeshwari Nagar,2,1295.0,2.0,70.0
Kasavanhalli,3,1000.0,4.0,110.0
Sanjeevini Nagar,3,2820.0,3.0,285.0
7th Phase JP Nagar,3,1370.0,2.0,54.79
Electronic City,2,1100.0,2.0,40.0
Hebbal,4,4772.0,6.0,510.0
Rajaji Nagar,2,1370.0,2.0,170.0
7th Phase JP Nagar,3,1370.0,2.0,54.79
JP Nagar,2,1200.0,2.0,62.0
Gunjur,4,2000.0,3.0,95.0
9th Phase JP Nagar,4,3500.0,4.0,300.0
2nd Stage Nagarbhavi,5,1200.0,4.0,240.0
Kengeri,4,2400.0,5.0,253.0
Sarjapur  Road,3,1220.0,3.0,62.0
Kanakapura Road,3,1950.0,3.0,130.0
Somasundara Palya,2,1178.0,2.0,73.0
Dasanapura,3,1286.0,3.0,61.44
Begur Road,2,1160.0,2.0,42.0
Jigani,2,918.0,2.0,55.0
Electronic City,3,1563.0,3.0,91.84
Govindpura,2,1326.0,2.0,62.17
3rd Block Jayanagar,3,1350.0,2.0,140.0
Hebbal,4,3960.0,5.0,386.0
Begur Road,2,1240.0,2.0,39.06
Kaggadasapura,2,1325.0,2.0,50.0
Sonnenahalli,2,1100.0,2.0,44.0
Cunningham Road,3,3875.0,3.0,800.0
Gollarapalya Hosahalli,3,1605.0,3.0,50.0
Hennur Road,5,5600.0,5.0,515.0
Somasundara Palya,2,1260.0,2.0,60.0
Hoodi,3,1553.0,3.0,83.09
Whitefield,2,1280.0,2.0,52.0
Hebbal,3,1550.0,2.0,75.0
Arekere,3,1445.0,2.0,125.0
Murugeshpalya,3,1550.0,3.0,74.0
Electronics City Phase 1,3,1515.0,2.0,80.91
Hosa Road,3,1332.0,2.0,86.12
Electronic City,3,1652.0,3.0,70.0
Hegde Nagar,3,1570.0,3.0,105.0
Sarjapur  Road,4,5400.0,4.0,725.0
Sector 2 HSR Layout,1,794.0,1.0,60.0
Seegehalli,3,1200.0,2.0,62.0
7th Phase JP Nagar,4,3600.0,3.0,410.0
Hosakerehalli,3,1200.0,3.0,175.0
JP Nagar,4,1650.0,3.0,220.0
Chandra Layout,4,600.0,2.0,85.0
HRBR Layout,3,2800.0,3.0,250.0
Sarjapur  Road,3,1750.0,3.0,110.0
Hebbal,2,1053.0,2.0,48.0
Kanakpura Road,3,1100.0,3.0,53.0
Kadubeesanahalli,3,1665.0,3.0,70.0
Outer Ring Road East,4,4051.0,4.0,345.0
Malleshwaram,4,5500.0,5.0,1500.0
Bommasandra,3,1447.0,3.0,80.0
Balagere,2,1012.0,2.0,75.0
Malleshpalya,3,1900.0,3.0,60.0
Narayanapura,2,1308.0,2.0,92.66
Green Glen Layout,4,3250.0,4.0,230.0
Hormavu,1,1351.0,2.0,53.0
Electronic City,2,1000.0,2.0,22.0
J P Nagar 7th Phase Ramayya City,4,1200.0,4.0,350.0
Gunjur,2,1140.0,2.0,49.11
Jakkur,4,3181.0,4.0,260.5
Uttarahalli,3,1250.0,2.0,55.0
Kanakapura,3,1290.0,3.0,45.15
Ambedkar Nagar,2,1424.0,2.0,90.0
Garudachar Palya,3,1320.0,2.0,60.6
Akshaya Nagar,3,1662.0,3.0,85.5
